Date,precipitation,avg_hourly_pressure_station,avg_hourly_wind_speed,max_wind_speed,avg_hourly_temperature,max_temperature,min_temperature
2003-01-18,0.0,99.19,20.88,35,-9.72,-5.4,-14.9
2003-01-19,1.2,98.5,28.58,44,-8.73,-6.1,-11.3
2003-01-20,0.0,98.79,26.33,50,-10.69,-8.6,-13.9
2003-01-21,0.0,99.64,13.58,26,-13.64,-10.9,-16.7
2003-01-22,0.0,99.84,22.08,44,-16.2,-11.4,-20.8
2003-01-23,2.2,99.73,23.12,33,-15.59,-13.1,-18.4
2003-01-24,0.0,100.46,17.96,33,-11.69,-6.1,-18.1
2003-01-25,0.8,99.78,24.38,35,-7.45,-5.5,-10.0
2003-01-26,1.2,99.86,22.71,35,-10.91,-5.1,-19.1
2003-01-27,0.2,100.86,11.25,19,-16.07,-10.9,-22.9
2003-01-28,2.6,99.85,12.71,28,-7.67,-4.1,-12.3
2003-01-29,0.2,100.1,17.75,28,-7.17,-3.0,-15.0
2003-01-30,0.0,100.64,7.38,15,-10.59,-4.8,-19.8
2003-01-31,0.0,99.97,8.0,15,-4.95,0.6,-13.4
2003-02-01,0.0,99.05,6.58,11,1.24,4.8,-1.6
2003-02-02,0.0,99.22,19.58,26,0.58,3.6,-3.0
2003-02-03,11.8,98.7,18.12,26,-1.89,2.0,-4.1
2003-02-04,6.4,97.23,37.88,65,-0.61,5.8,-6.3
2003-02-05,0.0,99.65,26.62,46,-7.56,-5.1,-9.3
2003-02-06,0.0,100.02,17.12,28,-4.69,-0.6,-9.1
2003-02-07,0.0,99.57,19.42,32,-8.28,-5.4,-11.1
2003-02-08,0.2,99.16,29.42,41,-6.96,-3.9,-10.7
2003-02-09,0.6,99.22,23.33,46,-6.59,-3.9,-9.4
2003-02-10,0.4,98.56,21.75,46,-8.1,-0.6,-18.5
2003-02-11,0.0,98.77,16.42,30,-13.12,-6.6,-21.0
2003-02-12,0.2,98.7,34.04,50,-10.29,-6.8,-14.4
2003-02-13,0.2,99.41,18.58,28,-13.09,-9.7,-15.4
2003-02-14,0.0,100.02,14.71,26,-11.15,-6.0,-15.0
2003-02-15,0.0,101.18,18.29,26,-15.0,-11.2,-17.4
2003-02-16,0.2,101.58,19.79,28,-15.25,-13.0,-18.4
2003-02-17,3.2,100.35,15.62,20,-9.36,-4.7,-13.4
2003-02-18,1.2,99.65,12.0,26,-3.4,-1.3,-5.8
2003-02-19,0.0,99.72,20.5,33,-0.64,3.9,-7.7
2003-02-20,0.0,100.02,23.67,43,-0.5,6.1,-7.9
2003-02-21,0.0,99.35,15.21,37,3.19,7.7,-0.9
2003-02-22,14.8,98.1,17.88,35,-0.5,2.3,-3.9
2003-02-23,5.2,98.06,34.83,50,-8.53,-3.8,-13.7
2003-02-24,2.4,99.92,12.0,30,-11.88,-6.6,-14.6
2003-02-25,0.0,100.86,12.21,24,-13.88,-8.8,-19.6
2003-02-26,0.0,100.53,4.67,13,-12.93,-4.0,-21.3
2003-02-27,0.0,100.0,8.25,19,-8.77,-1.1,-16.7
2003-02-28,0.0,99.91,7.5,19,-6.01,0.1,-11.9
2003-03-01,0.4,99.69,6.25,13,-2.88,0.9,-11.1
2003-03-02,3.8,98.64,22.04,44,-5.56,1.4,-19.7
2003-03-03,0.0,100.01,12.83,28,-18.61,-12.8,-24.7
2003-03-04,3.4,99.11,11.38,33,-3.93,2.9,-12.8
2003-03-05,9.6,98.79,24.25,37,-6.17,-3.9,-10.1
2003-03-06,0.0,99.71,12.46,26,-8.77,-4.9,-14.4
2003-03-07,0.2,99.81,12.33,28,-6.62,0.0,-18.3
2003-03-08,4.0,99.06,15.08,44,-0.09,2.8,-5.3
2003-03-09,0.0,99.36,27.67,41,-11.35,-5.2,-14.6
2003-03-10,0.0,99.87,24.58,41,-12.97,-11.1,-16.7
2003-03-11,0.0,99.39,21.92,43,-5.66,2.4,-14.7
2003-03-12,0.4,99.41,18.67,32,-1.65,2.9,-7.7
2003-03-13,0.0,100.26,15.38,24,-6.15,-2.9,-9.5
2003-03-14,0.0,100.44,9.67,20,-4.45,0.4,-10.7
2003-03-15,0.0,99.73,4.12,11,0.18,5.8,-6.9
2003-03-16,0.0,99.2,5.17,13,4.07,11.6,-2.7
2003-03-17,0.0,98.86,9.54,28,7.96,18.6,0.4
2003-03-18,0.0,99.57,13.42,19,5.26,10.5,1.6
2003-03-19,0.2,100.03,22.46,35,2.21,4.8,-0.4
2003-03-20,9.6,99.15,10.5,15,4.6,7.4,2.7
2003-03-21,3.0,98.42,5.17,15,4.78,7.1,2.4
2003-03-22,0.8,98.85,11.62,26,3.39,7.0,0.3
2003-03-23,0.0,99.32,12.12,22,5.31,10.1,1.5
2003-03-24,0.0,99.36,9.0,19,6.16,11.9,0.3
2003-03-25,0.8,98.86,11.29,22,9.47,15.9,5.1
2003-03-26,0.0,99.29,17.25,28,6.17,11.3,2.6
2003-03-27,0.0,99.8,9.08,15,5.72,9.9,2.0
2003-03-28,2.0,99.05,17.08,39,10.6,16.7,5.1
2003-03-29,11.4,99.11,24.42,37,5.73,15.3,-0.6
2003-03-30,0.0,99.76,25.12,35,-1.4,2.6,-4.4
2003-03-31,0.4,99.55,18.96,46,-3.2,2.8,-6.9
2003-04-01,1.6,98.97,9.96,22,-0.08,5.7,-5.1
2003-04-02,0.0,99.52,11.75,20,2.33,4.6,0.6
2003-04-03,19.8,99.78,17.21,24,-1.49,1.4,-3.4
2003-04-04,15.8,99.43,22.0,30,-3.81,-3.0,-4.8
2003-04-05,3.6,98.83,24.42,52,-2.68,0.8,-6.5
2003-04-06,0.0,101.02,15.26,28,-4.74,-0.9,-8.4
2003-04-07,2.4,101.06,27.5,41,-3.17,-1.9,-4.7
2003-04-08,0.8,100.58,17.0,26,-1.73,-0.1,-3.4
2003-04-09,0.0,100.4,9.17,19,-0.14,3.4,-4.5
2003-04-10,0.0,100.14,4.79,11,3.41,9.3,-3.9
2003-04-11,0.0,99.26,7.04,15,5.97,13.4,-1.3
2003-04-12,0.0,99.15,26.79,39,5.7,11.5,1.0
2003-04-13,0.0,100.31,11.46,19,4.16,11.5,-1.4
2003-04-14,0.0,100.03,14.42,30,11.07,21.7,0.9
2003-04-15,0.0,98.94,32.92,56,20.43,27.5,13.3
2003-04-16,0.0,99.59,22.92,32,6.31,14.2,0.2
2003-04-17,0.0,100.37,32.0,43,1.17,4.7,-2.1
2003-04-18,0.6,100.12,11.25,26,7.16,11.2,2.7
2003-04-19,0.0,100.35,10.21,20,11.33,17.1,7.6
2003-04-20,12.6,99.51,12.71,35,13.43,20.4,5.9
2003-04-21,0.0,98.57,17.42,41,14.48,19.9,9.1
2003-04-22,2.4,98.66,22.17,37,6.08,9.2,0.5
2003-04-23,0.0,99.53,28.17,39,2.16,7.0,-1.5
2003-04-24,0.0,99.64,17.96,32,6.91,14.6,0.2
2003-04-25,0.0,99.12,10.04,17,7.22,12.8,1.3
2003-04-26,0.0,98.95,18.29,30,8.57,16.3,2.0
2003-04-27,0.0,99.43,14.42,26,10.3,18.4,0.5
2003-04-28,0.0,98.93,25.21,43,17.01,26.4,8.9
2003-04-29,0.0,99.51,18.0,28,9.88,16.7,4.6
2003-04-30,1.2,99.75,10.08,20,8.64,12.8,3.9
2003-05-01,7.4,98.91,15.62,37,11.71,20.0,6.4
2003-05-02,14.2,99.38,14.08,24,10.54,13.9,5.4
2003-05-03,0.0,100.1,11.04,26,8.11,11.4,2.8
2003-05-04,0.0,100.08,9.71,17,10.51,17.1,3.6
2003-05-05,21.4,99.11,20.04,35,9.28,13.2,6.4
2003-05-06,0.2,98.78,12.92,33,11.91,19.6,6.6
2003-05-07,1.2,99.36,11.12,20,10.97,13.1,9.5
2003-05-08,0.0,99.45,11.96,30,13.34,19.6,7.1
2003-05-09,0.0,99.5,13.0,20,11.48,17.2,5.7
2003-05-10,0.0,98.9,14.5,30,13.58,17.0,11.1
2003-05-11,8.0,97.74,23.54,56,14.0,22.2,9.7
2003-05-12,1.8,97.51,36.54,44,9.97,11.5,6.9
2003-05-13,0.8,98.58,27.33,39,9.08,11.6,6.4
2003-05-14,0.0,99.28,13.21,24,11.64,16.3,5.8
2003-05-15,1.6,99.69,18.04,33,11.66,17.0,4.8
2003-05-16,23.0,100.12,26.17,35,10.45,12.3,9.5
2003-05-17,0.0,100.41,17.46,28,12.56,14.9,9.7
2003-05-18,0.0,100.4,13.33,28,15.44,19.7,10.2
2003-05-19,0.0,100.39,11.38,22,16.38,21.9,7.7
2003-05-20,9.8,99.84,15.42,37,12.25,16.8,7.4
2003-05-21,0.0,100.58,24.25,35,10.05,16.2,5.1
2003-05-22,0.0,100.51,15.12,30,10.98,16.0,4.2
2003-05-23,21.8,99.95,19.58,35,12.46,16.7,8.6
2003-05-24,12.8,99.25,12.92,26,11.77,16.6,7.9
2003-05-25,0.4,99.38,6.83,17,12.03,16.1,7.9
2003-05-26,0.0,99.53,11.88,33,13.46,18.8,8.4
2003-05-27,0.0,99.57,9.58,17,13.28,17.9,9.4
2003-05-28,1.4,98.92,10.58,17,15.14,20.2,9.5
2003-05-29,6.8,98.26,12.62,56,16.43,24.4,10.0
2003-05-30,0.0,98.42,13.0,22,15.91,21.5,10.7
2003-05-31,20.2,98.36,19.62,33,12.75,15.6,8.1
2003-06-01,0.0,99.07,30.17,41,10.94,16.0,5.7
2003-06-02,0.0,99.34,20.0,28,14.93,21.6,8.8
2003-06-03,0.0,99.42,8.58,15,13.99,18.4,7.6
2003-06-04,18.0,99.09,21.0,33,13.33,16.3,11.3
2003-06-05,0.8,98.83,11.21,17,12.98,15.5,9.7
2003-06-06,0.0,99.36,10.71,22,17.22,22.9,9.3
2003-06-07,0.0,99.06,8.96,19,17.55,21.5,13.7
2003-06-08,17.6,98.72,7.46,20,16.57,21.5,13.5
2003-06-09,0.0,98.6,27.96,43,16.01,20.2,10.7
2003-06-10,0.8,99.32,9.08,20,14.73,19.7,9.3
2003-06-11,0.0,98.8,18.54,43,18.44,24.7,11.5
2003-06-12,5.8,99.35,16.38,30,15.51,18.6,13.8
2003-06-13,12.6,98.83,12.38,30,16.43,18.5,14.4
2003-06-14,0.0,99.22,11.25,19,19.59,24.9,15.2
2003-06-15,0.0,99.78,13.58,24,18.97,23.6,11.8
2003-06-16,0.0,100.24,11.0,19,17.04,21.7,10.6
2003-06-17,0.0,99.85,9.08,17,18.54,25.1,11.8
2003-06-18,0.6,99.15,10.62,22,19.31,23.3,15.4
2003-06-19,1.2,99.16,24.96,37,16.85,19.7,11.3
2003-06-20,0.0,99.67,14.04,26,16.29,21.4,10.2
2003-06-21,0.0,99.45,11.54,22,18.85,23.4,14.6
2003-06-22,0.0,99.16,21.17,33,22.73,29.9,15.4
2003-06-23,0.0,99.31,13.08,22,23.48,32.0,15.7
2003-06-24,0.0,99.63,12.0,22,25.48,32.9,15.5
2003-06-25,0.0,99.48,15.46,28,28.3,34.4,21.7
2003-06-26,1.2,98.89,21.42,43,27.35,32.9,19.1
2003-06-27,0.0,99.11,22.67,35,20.88,25.8,17.0
2003-06-28,0.0,99.47,11.96,32,21.54,26.1,15.9
2003-06-29,5.2,99.47,18.25,41,21.92,28.6,16.3
2003-06-30,0.0,99.97,17.46,28,20.16,25.8,14.2
2003-07-01,0.0,99.81,6.58,15,22.41,28.0,16.5
2003-07-02,0.0,99.22,7.79,19,23.64,29.7,16.7
2003-07-03,0.0,98.91,11.67,22,25.98,32.5,18.6
2003-07-04,0.0,98.78,15.12,30,26.66,32.5,21.1
2003-07-05,0.0,98.93,16.46,28,25.55,32.6,21.4
2003-07-06,0.0,99.25,11.96,22,25.35,31.0,19.7
2003-07-07,11.4,99.11,10.62,19,22.33,25.2,19.2
2003-07-08,0.0,99.2,18.67,35,24.34,29.0,20.0
2003-07-09,0.0,99.41,11.12,22,22.11,26.8,18.9
2003-07-10,6.0,99.09,16.17,26,19.07,21.2,17.6
2003-07-11,1.0,98.16,22.0,43,19.3,24.3,15.5
2003-07-12,0.2,98.79,27.17,35,17.34,19.7,16.1
2003-07-13,0.8,99.77,9.96,17,20.88,28.0,13.5
2003-07-14,0.0,99.98,9.33,17,21.63,29.0,14.9
2003-07-15,21.8,99.27,11.38,22,21.46,26.5,16.2
2003-07-16,0.0,99.36,19.62,35,18.18,23.1,12.6
2003-07-17,0.0,99.7,19.58,41,21.26,29.2,12.4
2003-07-18,0.0,99.6,16.46,30,19.66,25.5,14.3
2003-07-19,0.0,99.57,15.21,30,19.92,26.9,11.9
2003-07-20,1.8,99.23,11.5,20,18.84,22.1,15.8
2003-07-21,4.0,98.57,6.54,19,18.93,23.6,15.7
2003-07-22,15.8,98.78,11.75,20,19.45,25.2,16.5
2003-07-23,0.0,99.13,14.21,22,20.83,26.2,16.2
2003-07-24,0.0,99.41,18.04,30,22.0,27.5,16.3
2003-07-25,0.0,100.03,15.5,30,22.66,29.5,14.4
2003-07-26,3.2,99.82,17.67,32,22.23,27.1,18.8
2003-07-27,0.2,98.96,25.83,44,23.88,28.2,17.3
2003-07-28,0.0,99.34,17.46,26,20.31,26.1,12.3
2003-07-29,0.0,99.45,12.83,26,21.8,28.6,15.3
2003-07-30,0.0,99.87,9.79,19,22.47,28.6,15.7
2003-07-31,0.0,99.8,10.38,20,22.54,26.5,19.3
2003-08-01,0.0,99.57,8.96,19,21.82,26.2,18.9
2003-08-02,11.6,99.42,7.79,15,19.82,22.0,18.8
2003-08-03,0.6,99.42,6.79,15,20.75,23.8,18.3
2003-08-04,0.0,99.16,10.33,22,22.42,27.3,18.7
2003-08-05,0.6,99.04,7.79,15,21.61,26.9,18.4
2003-08-06,1.0,98.98,5.92,13,21.57,25.5,19.1
2003-08-07,0.0,99.14,9.54,20,22.23,27.9,17.0
2003-08-08,0.0,99.32,14.04,24,22.47,26.5,18.9
2003-08-09,0.0,99.49,12.04,22,22.31,27.1,18.5
2003-08-10,0.0,99.38,13.33,20,22.46,27.9,18.9
2003-08-11,28.8,99.54,12.33,24,21.28,25.8,18.9
2003-08-12,0.4,100.05,10.04,19,22.22,26.8,19.1
2003-08-13,0.0,100.54,10.58,17,24.51,29.3,19.1
2003-08-14,0.0,100.67,9.29,19,25.57,31.2,19.2
2003-08-15,0.0,99.99,13.5,28,25.84,32.0,19.8
2003-08-16,3.2,99.15,19.08,30,23.84,28.5,18.0
2003-08-17,0.0,99.59,19.21,26,19.77,25.1,14.9
2003-08-18,0.0,99.93,11.21,19,20.88,27.0,14.6
2003-08-19,0.0,100.06,10.83,20,22.66,29.2,14.6
2003-08-20,0.0,99.91,10.58,19,23.98,30.5,17.2
2003-08-21,2.6,99.31,17.04,41,25.49,32.3,18.7
2003-08-22,0.0,99.22,20.96,37,22.76,27.5,18.8
2003-08-23,0.0,99.79,25.75,35,19.56,24.9,11.4
2003-08-24,0.0,99.85,12.21,22,18.88,26.0,11.2
2003-08-25,0.0,99.28,17.54,24,23.89,30.1,19.2
2003-08-26,3.8,99.0,17.79,39,23.6,30.6,18.4
2003-08-27,0.0,99.23,22.5,35,20.78,27.1,13.8
2003-08-28,0.0,99.91,10.54,19,17.7,23.2,12.1
2003-08-29,0.8,99.22,21.38,41,22.63,30.7,14.6
2003-08-30,0.0,100.19,16.33,26,16.64,22.2,12.7
2003-08-31,0.0,100.47,7.38,17,17.32,22.5,11.1
2003-09-01,0.8,100.08,5.71,13,18.44,21.2,15.6
2003-09-02,0.8,99.97,10.83,20,19.03,23.3,14.6
2003-09-03,0.0,99.38,9.29,17,19.8,23.9,16.3
2003-09-04,0.0,99.11,25.92,39,18.39,24.0,13.4
2003-09-05,0.0,99.8,17.58,28,16.95,22.7,12.4
2003-09-06,0.0,99.87,10.83,22,18.1,26.5,8.8
2003-09-07,0.0,99.66,12.75,26,20.64,29.1,14.4
2003-09-08,0.0,100.14,12.04,22,18.35,23.3,14.6
2003-09-09,0.0,100.46,12.5,20,18.01,22.7,12.8
2003-09-10,0.0,100.45,8.71,17,19.17,25.4,13.2
2003-09-11,0.0,100.44,9.46,20,21.14,27.6,14.4
2003-09-12,0.0,100.2,13.75,26,21.07,25.1,17.9
2003-09-13,0.0,100.09,12.33,20,20.35,24.9,16.9
2003-09-14,0.2,99.75,11.75,20,21.49,25.4,19.1
2003-09-15,17.6,99.42,12.46,26,18.43,21.5,11.8
2003-09-16,0.0,99.84,16.46,32,17.37,24.7,10.2
2003-09-17,0.0,100.5,9.33,17,18.48,24.4,10.8
2003-09-18,0.8,100.44,13.54,28,18.21,22.8,11.6
2003-09-19,32.4,98.76,25.71,44,18.19,19.8,13.7
2003-09-20,0.0,100.07,15.71,22,15.3,20.5,10.5
2003-09-21,0.0,100.5,8.0,15,14.4,19.3,8.2
2003-09-22,25.4,99.12,18.92,41,16.82,19.7,14.9
2003-09-23,0.2,98.76,19.83,43,15.56,19.5,10.6
2003-09-24,1.2,99.21,17.29,30,15.85,20.9,8.9
2003-09-25,0.8,99.18,20.75,37,13.57,17.7,7.6
2003-09-26,3.4,99.36,12.21,24,13.57,18.1,7.2
2003-09-27,29.6,98.45,15.67,22,16.05,18.5,10.3
2003-09-28,1.0,98.73,12.12,32,12.57,17.6,8.2
2003-09-29,0.0,99.31,19.62,35,9.91,14.2,5.4
2003-09-30,0.0,99.85,20.75,39,8.49,14.2,4.0
2003-10-01,1.4,99.75,17.79,33,6.53,12.7,2.0
2003-10-02,0.0,99.74,22.46,48,4.59,10.0,1.0
2003-10-03,4.4,99.12,22.29,46,7.72,12.8,1.5
2003-10-04,0.4,98.44,21.46,41,7.39,11.1,3.9
2003-10-05,0.0,99.33,22.38,35,6.43,12.6,1.7
2003-10-06,0.0,99.94,7.5,15,5.97,11.7,0.3
2003-10-07,0.0,99.91,9.79,22,9.44,17.1,1.5
2003-10-08,0.0,99.8,11.0,28,16.89,26.5,7.0
2003-10-09,0.0,100.09,5.5,11,17.21,23.7,11.2
2003-10-10,0.0,100.08,5.71,13,16.71,22.0,12.3
2003-10-11,0.0,99.95,6.67,15,15.27,20.2,9.8
2003-10-12,0.0,99.19,12.58,32,13.79,19.7,8.3
2003-10-13,0.0,99.41,9.33,19,12.46,19.5,6.5
2003-10-14,16.6,98.01,11.29,20,11.5,17.0,7.2
2003-10-15,3.4,97.84,47.0,76,9.96,12.2,6.2
2003-10-16,0.0,99.37,19.88,39,7.45,11.7,3.0
2003-10-17,0.0,99.97,13.0,24,6.06,10.9,1.7
2003-10-18,5.0,99.57,6.38,11,6.05,8.2,3.4
2003-10-19,1.6,99.63,9.08,19,6.65,9.0,4.3
2003-10-20,0.4,99.25,11.83,33,10.67,19.3,4.2
2003-10-21,0.0,98.02,27.17,43,11.06,19.2,4.3
2003-10-22,1.2,98.77,20.88,30,3.42,5.7,1.1
2003-10-23,0.0,98.95,19.33,35,2.66,6.7,-1.3
2003-10-24,0.0,99.91,9.67,19,4.83,8.5,-0.3
2003-10-25,1.6,100.05,6.88,13,8.53,11.4,7.0
2003-10-26,12.2,99.58,7.52,24,8.03,9.7,5.1
2003-10-27,0.6,98.86,11.54,28,5.31,8.3,1.3
2003-10-28,0.6,98.7,9.62,17,6.7,10.0,0.2
2003-10-29,0.0,98.52,16.29,30,8.19,11.2,5.8
2003-10-30,0.0,99.75,10.38,19,8.52,12.9,5.7
2003-10-31,0.0,99.58,14.46,33,14.6,20.9,4.6
2003-11-01,0.0,100.29,15.29,33,10.9,16.8,7.4
2003-11-02,20.0,100.1,6.79,15,8.02,8.7,7.2
2003-11-03,21.0,100.07,14.29,24,8.0,9.4,5.8
2003-11-04,1.0,99.78,19.0,32,4.88,6.2,3.8
2003-11-05,0.0,99.54,14.75,35,7.3,11.0,2.5
2003-11-06,0.0,100.19,6.62,13,4.56,6.8,1.0
2003-11-07,0.0,100.12,26.58,46,2.13,7.2,-2.1
2003-11-08,0.0,101.35,13.0,30,-2.05,1.5,-6.3
2003-11-09,0.0,101.6,12.46,24,-0.28,4.8,-6.0
2003-11-10,0.0,100.77,7.75,17,2.45,8.3,-4.7
2003-11-11,6.2,99.15,11.33,26,8.15,11.4,4.2
2003-11-12,16.2,98.38,12.42,41,8.87,12.1,5.0
2003-11-13,0.0,98.03,55.12,67,1.75,6.9,-2.4
2003-11-14,0.0,99.31,27.08,44,0.74,4.4,-3.4
2003-11-15,0.0,99.79,6.46,11,2.23,6.4,-2.1
2003-11-16,6.0,99.97,10.5,17,4.73,5.8,3.4
2003-11-17,4.8,100.27,7.75,15,4.26,5.3,2.8
2003-11-18,7.4,99.34,16.21,22,7.99,11.8,4.6
2003-11-19,11.8,97.95,20.58,33,10.33,14.6,3.2
2003-11-20,0.0,99.03,12.75,19,6.12,10.2,2.0
2003-11-21,0.0,99.41,17.92,39,8.09,13.4,2.1
2003-11-22,0.0,99.83,14.79,24,5.4,7.9,2.0
2003-11-23,0.0,99.33,7.79,13,9.04,13.5,5.5
2003-11-24,3.0,98.46,28.42,56,6.33,13.9,-2.1
2003-11-25,1.8,99.5,18.46,33,0.62,2.9,-2.1
2003-11-26,0.0,99.61,12.12,24,4.2,8.6,0.3
2003-11-27,13.6,99.67,6.67,15,3.61,6.1,-2.0
2003-11-28,26.6,98.16,18.67,35,3.48,5.6,0.5
2003-11-29,1.8,98.19,40.25,56,0.8,3.3,-1.6
2003-11-30,0.0,98.44,30.67,43,4.33,7.8,0.6
2003-12-01,0.8,99.19,37.42,54,0.86,5.6,-3.5
2003-12-02,2.0,100.59,16.79,33,-6.09,-3.3,-8.8
2003-12-03,0.0,101.17,8.46,17,-4.97,1.1,-10.8
2003-12-04,0.0,100.7,7.71,13,-0.62,4.5,-6.4
2003-12-05,0.0,100.27,15.08,24,-2.37,0.9,-6.3
2003-12-06,0.0,100.16,11.83,20,-5.9,-2.8,-9.3
2003-12-07,0.0,100.02,15.62,24,-5.6,-0.2,-9.8
2003-12-08,0.0,100.0,5.92,9,-2.39,1.9,-8.4
2003-12-09,0.0,99.86,12.42,20,1.85,3.6,-0.6
2003-12-10,11.6,98.63,15.75,19,5.01,7.9,2.7
2003-12-11,0.8,98.1,26.12,48,2.43,6.2,-2.1
2003-12-12,1.4,99.73,19.42,30,-3.31,-1.5,-7.3
2003-12-13,0.0,100.78,9.71,20,-5.29,-1.7,-9.6
2003-12-14,9.2,99.53,17.62,35,-1.98,-0.2,-3.6
2003-12-15,0.0,99.46,12.75,20,-0.88,1.2,-3.3
2003-12-16,1.2,98.87,15.04,26,3.26,6.4,0.1
2003-12-17,1.8,98.17,20.5,32,0.69,3.0,-2.0
2003-12-18,0.0,98.23,24.25,37,-2.55,-0.9,-5.6
2003-12-19,1.0,98.58,20.62,28,-1.72,0.6,-5.1
2003-12-20,0.4,99.56,14.46,26,-5.05,-2.2,-7.4
2003-12-21,0.0,99.33,25.54,37,1.48,4.5,-3.1
2003-12-22,0.0,99.04,23.88,37,4.77,6.0,3.2
2003-12-23,16.4,98.73,8.08,19,5.27,7.6,3.4
2003-12-24,0.2,98.71,13.58,26,2.61,5.5,0.7
2003-12-25,0.0,99.08,17.54,24,0.09,2.6,-2.1
2003-12-26,0.0,99.89,25.42,41,1.4,5.9,-2.1
2003-12-27,0.0,100.5,7.88,17,1.79,6.7,-2.6
2003-12-28,0.0,99.98,7.96,17,3.71,9.0,-2.3
2003-12-29,8.4,99.08,10.83,26,7.12,8.6,6.0
2003-12-30,6.4,99.18,29.42,48,2.67,6.7,0.2
2003-12-31,0.0,99.69,24.75,48,2.43,6.9,-1.2
2004-01-01,0.0,100.42,14.58,32,1.31,2.7,-0.3
2004-01-02,4.2,99.33,13.96,22,4.86,8.7,0.5
2004-01-03,0.4,98.76,17.5,28,9.43,13.8,4.4
2004-01-04,1.0,99.65,22.42,33,0.13,4.4,-3.2
2004-01-05,3.2,99.24,17.92,26,-4.57,-3.0,-5.7
2004-01-06,0.0,99.67,31.75,63,-8.43,-4.7,-12.8
2004-01-07,0.8,99.9,32.88,52,-9.89,-6.9,-12.5
2004-01-08,0.2,100.3,15.75,35,-10.99,-4.0,-17.6
2004-01-09,0.0,101.14,16.58,22,-20.34,-17.4,-22.9
2004-01-10,0.0,101.0,10.75,17,-17.03,-9.7,-23.0
2004-01-11,3.6,99.47,17.54,32,-4.53,-1.7,-9.7
2004-01-12,2.2,99.1,11.04,22,-1.6,-0.6,-2.2
2004-01-13,0.6,99.65,27.25,48,-9.02,0.7,-21.5
2004-01-14,4.2,99.67,15.25,26,-17.55,-13.6,-21.3
2004-01-15,0.2,99.83,21.54,30,-20.75,-17.0,-23.3
2004-01-16,0.0,100.18,21.83,46,-14.75,-9.5,-24.3
2004-01-17,1.8,99.52,7.12,13,-10.52,-4.6,-17.3
2004-01-18,0.0,98.06,27.0,41,-5.85,-3.1,-11.3
2004-01-19,0.0,98.95,24.92,39,-11.3,-8.2,-13.7
2004-01-20,0.2,99.95,18.42,28,-12.68,-10.6,-15.5
2004-01-21,1.2,99.47,13.46,30,-10.05,-4.6,-17.8
2004-01-22,1.6,98.49,32.21,54,-8.5,-1.9,-14.2
2004-01-23,1.0,99.17,20.29,44,-13.72,-11.6,-16.3
2004-01-24,0.0,99.62,16.71,37,-17.28,-12.8,-21.0
2004-01-25,0.2,100.43,7.79,17,-15.0,-9.2,-23.8
2004-01-26,8.4,100.16,27.0,39,-12.14,-7.7,-14.6
2004-01-27,13.8,98.57,19.5,39,-5.78,-3.4,-8.3
2004-01-28,0.2,98.52,25.54,44,-6.11,-4.8,-8.2
2004-01-29,0.0,98.94,33.38,44,-10.89,-8.1,-13.7
2004-01-30,0.6,98.34,33.5,48,-10.4,-7.9,-12.8
2004-01-31,0.0,99.43,16.12,35,-9.38,-5.4,-15.2
2004-02-01,0.0,100.97,10.79,17,-7.74,-4.5,-11.6
2004-02-02,0.0,100.73,14.12,26,-4.7,0.6,-12.8
2004-02-03,6.6,99.16,15.75,35,0.99,2.5,-1.1
2004-02-04,0.0,100.52,31.29,52,-5.16,1.1,-11.4
2004-02-05,0.0,101.29,12.21,28,-6.33,-2.0,-12.5
2004-02-06,6.0,98.87,19.08,33,0.18,2.4,-2.9
2004-02-07,0.0,99.01,29.0,39,-6.4,-0.6,-13.1
2004-02-08,0.0,100.5,21.12,44,-8.33,-3.2,-16.7
2004-02-09,0.0,99.6,25.25,41,-1.18,2.2,-5.5
2004-02-10,0.2,99.2,24.92,35,-1.82,-0.4,-5.0
2004-02-11,0.0,99.95,13.67,33,-4.61,-2.8,-7.1
2004-02-12,0.2,99.81,6.58,19,-3.11,-1.2,-7.9
2004-02-13,0.0,99.17,35.29,48,-2.97,-0.1,-5.4
2004-02-14,0.2,99.24,27.88,37,-6.75,-1.0,-12.3
2004-02-15,0.0,100.63,13.88,33,-14.36,-10.4,-19.2
2004-02-16,0.0,101.32,8.38,22,-8.72,-5.2,-14.9
2004-02-17,0.0,100.88,8.08,15,-4.94,-1.1,-10.0
2004-02-18,0.0,100.16,11.08,32,-2.87,-0.3,-7.0
2004-02-19,0.0,99.25,7.46,20,0.15,4.7,-4.4
2004-02-20,2.6,98.33,19.04,33,0.97,2.1,-0.1
2004-02-21,2.2,97.79,31.92,48,0.51,2.6,-1.7
2004-02-22,0.0,100.03,18.04,35,-1.67,1.4,-5.2
2004-02-23,0.0,100.37,10.0,17,-3.19,-0.7,-7.1
2004-02-24,2.8,100.16,15.92,22,-3.49,-0.2,-6.1
2004-02-25,0.0,100.59,15.71,24,-2.33,2.6,-9.5
2004-02-26,0.0,100.96,9.42,17,-2.19,2.0,-6.6
2004-02-27,0.0,100.99,8.58,17,-1.17,5.0,-8.2
2004-02-28,0.0,100.71,10.25,19,1.19,7.3,-5.8
2004-03-01,0.4,99.69,6.71,15,4.58,9.1,-1.2
2004-03-02,2.2,99.21,22.88,39,6.2,9.5,3.7
2004-03-03,0.0,100.24,9.46,17,3.8,6.2,2.3
