Date,precipitation,avg_hourly_pressure_station,avg_hourly_wind_speed,max_wind_speed,avg_hourly_temperature,max_temperature,min_temperature
1990-01-14,0.2,100.2,18.67,37,-3.33,-1.3,-6.1
1990-01-15,0.0,99.64,8.25,19,0.72,5.6,-4.3
1990-01-16,0.0,100.2,7.54,15,1.18,5.1,-0.8
1990-01-17,4.2,99.34,14.88,28,5.27,9.4,1.4
1990-01-18,0.3,99.45,25.67,33,2.62,8.7,-1.9
1990-01-19,0.0,100.72,13.42,31,-3.1,-0.5,-7.1
1990-01-20,0.0,99.58,7.54,20,-1.85,0.6,-5.0
1990-01-21,1.8,98.59,13.21,28,-4.92,-0.2,-7.0
1990-01-22,1.4,98.41,21.25,35,-0.6,1.1,-4.3
1990-01-23,3.0,99.08,17.84,31,-1.67,2.1,-6.1
1990-01-24,1.0,98.4,29.42,54,3.3,6.2,-0.8
1990-01-25,4.0,98.19,28.0,69,2.05,7.1,-1.2
1990-01-26,0.0,98.74,32.0,48,-0.21,1.3,-1.9
1990-01-27,0.0,99.29,23.83,44,3.87,9.6,-2.6
1990-01-28,0.0,100.15,25.88,59,0.02,5.0,-3.5
1990-01-29,5.2,99.32,15.12,26,-0.76,0.6,-2.5
1990-01-30,0.0,99.26,12.75,20,-1.97,1.7,-8.5
1990-01-31,0.0,100.11,9.79,17,-1.6,1.2,-4.9
1990-02-01,0.2,99.36,13.17,30,1.2,5.1,-4.2
1990-02-02,3.0,99.82,20.62,31,-5.36,0.9,-8.2
1990-02-03,2.9,100.19,15.67,20,-9.44,-7.9,-10.8
1990-02-04,1.0,99.51,18.79,28,-8.8,-4.9,-11.9
1990-02-05,0.0,99.8,16.42,33,-4.03,1.5,-13.9
1990-02-06,0.0,99.61,9.79,17,1.92,5.6,-0.7
1990-02-07,0.0,99.59,7.21,15,1.52,5.7,-2.1
1990-02-08,0.0,99.33,19.62,33,5.09,9.0,0.8
1990-02-09,1.6,98.36,18.71,28,6.75,10.4,1.1
1990-02-10,0.0,98.41,22.67,52,-0.67,1.5,-5.2
1990-02-11,0.0,99.05,7.04,17,-3.33,1.0,-6.7
1990-02-12,0.0,99.62,12.62,20,-0.93,1.4,-3.2
1990-02-13,7.4,98.73,20.21,39,4.73,11.6,-0.9
1990-02-14,0.4,100.41,19.67,35,-4.3,-0.6,-6.6
1990-02-15,21.2,99.69,21.04,30,-5.73,-4.2,-7.7
1990-02-16,4.4,98.57,17.17,43,-2.29,2.0,-5.5
1990-02-17,0.0,100.72,19.54,35,-10.38,-1.3,-16.2
1990-02-18,0.0,100.46,14.42,37,-7.02,2.8,-19.3
1990-02-19,0.2,99.71,28.04,46,-2.85,1.8,-8.1
1990-02-20,0.0,101.14,12.79,20,-7.37,-1.7,-12.0
1990-02-21,0.0,100.58,16.17,22,-0.5,6.0,-7.6
1990-02-22,31.0,98.72,10.0,28,2.02,3.8,-1.0
1990-02-23,2.0,98.34,19.96,31,-1.22,1.6,-7.0
1990-02-24,1.0,98.65,20.88,35,-6.75,-4.1,-12.5
1990-02-25,0.0,101.23,25.38,43,-16.22,-12.2,-19.5
1990-02-26,0.0,101.8,13.38,26,-11.03,-5.6,-18.3
1990-02-27,0.6,100.35,22.96,39,-2.94,1.7,-7.0
1990-02-28,0.0,100.97,15.21,22,-6.36,-4.0,-10.0
1990-03-01,0.0,100.08,26.83,52,-3.27,2.4,-10.9
1990-03-02,0.0,98.79,22.29,35,1.48,5.0,-3.7
1990-03-03,0.0,99.4,20.46,33,-6.72,-3.0,-12.5
1990-03-04,0.0,100.19,7.04,22,-9.03,-4.8,-12.5
1990-03-05,0.0,101.1,11.75,17,-9.44,-5.2,-13.5
1990-03-06,0.0,101.89,16.04,22,-9.13,-5.6,-12.8
1990-03-07,0.0,102.33,13.88,19,-7.01,-3.6,-10.9
1990-03-08,0.0,101.24,9.04,15,-3.82,3.3,-11.6
1990-03-09,1.0,99.98,4.88,11,0.39,2.9,-3.1
1990-03-10,1.2,100.07,6.71,19,3.12,5.1,0.8
1990-03-11,11.2,100.13,14.38,26,4.03,6.6,1.7
1990-03-12,5.5,99.59,6.12,13,2.83,7.3,0.7
1990-03-13,0.0,99.51,11.46,20,12.83,21.4,0.9
1990-03-14,0.0,99.36,5.92,13,10.45,16.0,7.1
1990-03-15,0.0,99.31,6.17,13,10.92,16.8,6.2
1990-03-16,1.4,98.95,9.83,19,9.72,12.5,6.0
1990-03-17,0.0,98.18,19.38,48,8.22,13.0,2.9
1990-03-18,0.0,99.01,23.08,39,1.8,4.9,-2.0
1990-03-19,2.4,100.04,21.33,35,-1.5,0.3,-5.7
1990-03-20,0.0,100.24,23.25,35,-0.72,4.6,-4.9
1990-03-21,0.2,100.05,11.96,24,3.55,10.4,-2.9
1990-03-22,2.8,99.19,20.12,31,7.12,12.5,2.4
1990-03-23,1.2,100.12,27.33,46,-1.23,4.0,-6.5
1990-03-24,0.0,100.77,10.88,17,-4.29,-1.1,-7.8
1990-03-25,0.0,100.11,20.75,33,0.08,5.6,-5.0
1990-03-26,0.4,100.47,23.33,43,-3.42,0.9,-7.4
1990-03-27,0.0,100.88,15.04,26,-3.22,1.4,-7.7
1990-03-28,0.0,100.82,11.67,22,0.62,7.5,-4.1
1990-03-29,0.0,100.96,20.54,30,1.08,3.9,-4.5
1990-03-30,1.4,99.91,14.29,28,3.16,5.0,0.8
1990-03-31,0.0,99.55,9.92,17,4.01,6.6,1.3
1990-04-01,0.0,99.24,7.09,13,4.94,7.0,3.9
1990-04-02,6.8,98.68,14.92,26,4.38,5.5,2.4
1990-04-03,1.4,98.55,12.12,28,3.9,7.5,1.0
1990-04-04,1.8,97.52,30.25,44,3.07,6.0,0.8
1990-04-05,0.0,98.13,28.58,41,2.76,5.7,-1.9
1990-04-06,0.0,99.32,18.42,28,-0.8,4.2,-5.1
1990-04-07,0.0,99.6,20.04,37,-0.6,3.0,-5.2
1990-04-08,0.0,100.16,19.88,37,2.94,10.0,-3.5
1990-04-09,0.0,100.04,23.25,41,9.89,16.5,3.6
1990-04-10,20.8,98.85,18.17,35,6.62,9.6,0.7
1990-04-11,0.0,99.05,26.92,41,1.79,7.6,-3.7
1990-04-12,0.2,99.96,18.92,30,-1.7,1.4,-14.3
1990-04-13,0.0,100.51,17.75,30,2.91,8.6,-2.8
1990-04-14,6.2,99.56,16.67,28,4.64,8.9,1.1
1990-04-15,0.0,99.09,22.5,41,6.37,12.9,0.0
1990-04-16,4.8,99.28,15.71,24,3.66,9.7,-2.3
1990-04-17,0.2,99.16,34.67,46,3.08,7.4,-0.7
1990-04-18,0.0,100.73,23.33,43,3.64,10.5,-1.9
1990-04-19,0.0,100.89,16.83,31,8.39,16.8,1.0
1990-04-20,10.8,99.99,19.04,37,11.97,15.1,9.3
1990-04-21,0.0,99.96,17.08,24,9.43,13.1,4.3
1990-04-22,0.0,99.81,10.67,22,13.09,21.9,4.5
1990-04-23,0.0,99.8,8.62,19,12.17,17.6,6.0
1990-04-24,0.0,99.65,8.0,20,11.86,18.2,3.8
1990-04-25,0.0,99.29,18.88,33,22.89,31.1,11.6
1990-04-26,0.0,99.26,18.21,28,24.32,30.4,17.5
1990-04-27,0.0,99.2,13.83,22,23.53,30.3,16.5
1990-04-28,0.0,98.75,12.04,28,20.87,28.1,12.9
1990-04-29,0.0,99.05,7.46,15,18.52,25.6,11.3
1990-04-30,0.0,99.19,8.58,19,16.01,21.5,12.0
1990-05-01,0.0,99.22,24.08,41,13.0,18.2,2.0
1990-05-02,0.0,100.19,14.17,28,6.65,13.8,-0.1
1990-05-03,0.0,100.82,5.29,15,7.85,13.4,-0.2
1990-05-04,8.2,99.88,15.83,26,7.72,13.2,2.3
1990-05-05,4.8,98.54,20.08,33,10.72,17.5,6.3
1990-05-06,0.0,98.8,13.5,30,10.06,15.1,4.6
1990-05-07,0.0,98.99,9.83,17,8.2,13.6,4.9
1990-05-08,0.0,99.06,19.33,48,13.21,24.6,5.4
1990-05-09,0.0,98.79,19.42,41,19.82,25.2,13.2
1990-05-10,6.1,97.57,26.83,48,11.58,15.3,3.4
1990-05-11,0.0,98.8,29.04,46,6.17,12.2,2.4
1990-05-12,2.2,99.87,9.38,22,8.67,12.5,4.3
1990-05-13,10.0,99.31,13.08,20,9.73,15.1,5.4
1990-05-14,0.0,100.0,7.83,15,12.53,19.4,3.2
1990-05-15,0.0,99.51,7.33,17,16.32,23.7,9.6
1990-05-16,16.9,98.94,23.21,41,12.75,16.1,10.9
1990-05-17,7.7,97.94,21.33,48,12.32,18.1,9.2
1990-05-18,0.8,98.47,28.0,43,9.68,12.8,6.4
1990-05-19,9.0,99.27,15.08,30,9.53,15.3,4.3
1990-05-20,19.7,98.95,21.71,31,8.22,9.2,7.2
1990-05-21,0.0,99.52,16.0,24,9.69,12.9,7.8
1990-05-22,0.0,99.73,12.71,22,11.9,17.6,3.7
1990-05-23,0.0,99.54,13.21,19,13.05,18.9,9.0
1990-05-24,0.0,99.81,6.58,13,12.32,16.2,8.0
1990-05-25,0.0,99.85,7.75,15,14.77,21.0,6.4
1990-05-26,0.0,99.24,12.96,20,16.0,22.2,8.1
1990-05-27,0.4,99.09,7.71,17,16.1,24.0,8.6
1990-05-28,0.0,99.08,7.88,19,16.88,23.9,8.4
1990-05-29,0.8,99.12,14.5,24,11.95,15.5,7.1
1990-05-30,0.0,99.56,20.38,30,11.47,16.7,5.0
1990-05-31,0.0,99.83,14.33,28,15.76,23.3,5.9
1990-06-01,0.0,99.92,15.25,28,18.73,24.8,10.5
1990-06-02,0.0,99.32,17.62,31,21.95,28.4,15.0
1990-06-03,9.8,98.18,27.29,44,19.78,25.1,10.6
1990-06-04,0.0,98.91,20.88,31,10.43,15.1,6.0
1990-06-05,1.6,99.49,13.67,22,13.28,19.9,4.3
1990-06-06,0.4,98.87,16.67,28,17.69,24.5,10.9
1990-06-07,0.0,99.45,17.17,30,18.59,24.8,12.5
1990-06-08,7.6,99.27,9.75,20,14.52,17.1,11.5
1990-06-09,0.0,98.83,17.29,37,18.78,26.6,11.6
1990-06-10,0.0,99.26,21.33,31,16.08,21.2,12.0
1990-06-11,0.0,99.99,17.62,26,18.1,24.5,12.2
1990-06-12,7.2,100.03,11.71,30,18.25,24.5,9.9
1990-06-13,0.0,99.44,17.5,30,21.92,29.6,14.1
1990-06-14,0.0,99.11,11.42,28,23.97,28.2,17.8
1990-06-15,0.0,99.3,12.33,22,21.77,29.6,14.1
1990-06-16,0.0,99.63,8.46,15,22.95,30.2,16.4
1990-06-17,0.0,99.36,11.5,28,24.44,29.4,20.2
1990-06-18,0.5,98.49,23.58,33,25.12,29.0,18.0
1990-06-19,0.0,98.8,21.21,31,17.66,22.7,11.0
1990-06-20,0.0,99.0,8.29,17,16.93,23.6,8.5
1990-06-21,1.0,98.77,16.0,39,20.89,28.4,15.3
1990-06-22,11.0,98.68,13.17,30,19.97,25.1,17.0
1990-06-23,8.0,97.7,20.83,30,16.75,18.7,14.9
1990-06-24,0.2,98.49,15.67,20,14.26,16.8,12.1
1990-06-25,0.0,99.53,9.33,19,19.72,26.2,13.5
1990-06-26,1.8,99.44,17.83,30,21.87,28.4,14.5
1990-06-27,0.4,99.49,15.54,26,19.12,25.5,10.7
1990-06-28,0.0,99.91,11.42,17,14.6,18.4,9.3
1990-06-29,10.5,99.07,14.71,37,18.35,27.9,13.3
1990-06-30,9.4,99.04,9.75,26,17.9,23.0,14.1
1990-07-01,1.4,99.12,19.17,30,18.22,23.1,13.4
1990-07-02,0.0,99.51,13.08,19,20.38,27.8,11.9
1990-07-03,0.0,99.28,17.75,33,22.74,29.7,15.0
1990-07-04,0.2,98.55,27.12,39,28.32,35.4,21.4
1990-07-05,2.0,99.21,17.83,26,19.63,25.1,14.6
1990-07-06,0.0,99.82,20.12,26,17.01,22.0,12.3
1990-07-07,0.0,100.28,14.0,22,17.5,22.4,11.4
1990-07-08,4.2,99.62,14.12,31,21.04,27.4,14.3
1990-07-09,0.0,99.2,16.46,26,23.32,28.0,17.8
1990-07-10,0.0,99.55,19.79,37,20.89,27.9,12.8
1990-07-11,0.0,99.75,12.79,19,19.27,24.0,13.8
1990-07-12,0.0,99.83,17.0,33,19.55,23.3,12.9
1990-07-13,0.0,100.19,17.33,28,18.32,23.2,10.7
1990-07-14,1.2,99.53,14.83,22,18.89,20.2,18.1
1990-07-15,13.8,99.08,10.08,20,21.54,25.9,18.0
1990-07-16,0.0,99.73,16.79,31,21.08,26.6,15.7
1990-07-17,8.0,99.96,16.04,61,23.98,30.4,19.0
1990-07-18,0.0,99.8,18.17,39,24.4,30.1,19.6
1990-07-19,8.0,99.71,12.67,24,24.45,29.9,18.6
1990-07-20,4.8,99.24,10.75,20,21.7,26.1,16.0
1990-07-21,0.0,99.34,10.88,24,20.22,26.7,13.5
1990-07-22,16.8,99.34,9.67,19,17.87,21.0,14.6
1990-07-23,0.4,99.16,12.88,20,19.75,25.5,14.8
1990-07-24,0.0,99.69,9.58,22,20.32,27.0,12.8
1990-07-25,0.0,100.17,9.46,17,20.83,27.0,14.1
1990-07-26,0.0,100.55,10.0,17,22.29,28.3,14.8
1990-07-27,0.0,100.45,8.58,15,23.31,29.6,16.0
1990-07-28,0.0,100.1,7.96,13,23.63,29.5,15.4
1990-07-29,0.0,99.6,8.83,19,24.17,30.6,17.3
1990-07-30,7.6,99.04,11.08,30,22.61,29.3,14.8
1990-07-31,0.0,99.43,23.75,30,16.85,22.0,12.5
1990-08-01,0.0,99.97,13.83,19,18.96,25.7,10.9
1990-08-02,0.0,99.97,10.29,19,21.7,28.8,13.5
1990-08-03,0.0,99.82,7.29,17,22.82,28.8,14.4
1990-08-04,0.0,99.43,10.0,22,23.09,27.9,16.3
1990-08-05,13.4,99.19,14.67,30,21.37,25.0,18.7
1990-08-06,0.0,99.66,21.04,30,18.8,22.0,15.4
1990-08-07,0.0,99.79,11.67,19,18.12,24.0,12.4
1990-08-08,0.0,100.05,11.71,22,18.58,25.9,10.6
1990-08-09,0.0,100.03,10.0,20,21.12,27.4,14.6
1990-08-10,0.0,99.72,6.5,17,20.92,26.7,14.2
1990-08-11,8.6,99.63,8.5,33,20.34,28.0,15.3
1990-08-12,28.4,99.85,5.83,11,18.6,25.4,13.9
1990-08-13,21.8,99.48,6.96,19,18.73,22.3,14.5
1990-08-14,0.0,99.76,10.17,17,18.0,23.4,12.8
1990-08-15,12.0,99.63,13.88,26,20.77,27.9,14.2
1990-08-16,0.0,99.69,7.88,17,21.95,28.0,18.1
1990-08-17,0.0,99.69,9.62,22,23.97,29.4,18.6
1990-08-18,0.0,99.51,9.42,28,21.88,26.2,17.2
1990-08-19,9.8,100.03,18.42,24,16.16,19.0,13.0
1990-08-20,0.0,100.21,19.5,30,16.58,19.4,13.8
1990-08-21,0.0,100.12,17.62,30,18.02,21.6,15.5
1990-08-22,0.2,99.97,16.67,22,19.1,22.0,17.6
1990-08-23,0.0,99.83,12.96,20,21.16,25.0,17.0
1990-08-24,0.0,99.88,9.04,19,20.12,25.3,14.3
1990-08-25,0.0,99.92,7.46,15,21.81,27.5,14.9
1990-08-26,0.0,99.73,8.79,17,24.05,30.4,18.7
1990-08-27,18.4,99.31,13.33,26,24.89,30.4,18.6
1990-08-28,0.0,98.67,12.21,22,22.57,27.8,17.6
1990-08-29,0.0,98.85,15.92,24,18.84,24.5,12.3
1990-08-30,0.0,99.52,8.46,13,18.13,25.2,10.6
1990-08-31,0.0,100.01,8.38,15,19.68,26.1,11.3
1990-09-01,0.2,99.79,7.83,19,21.65,28.0,15.2
1990-09-02,0.0,99.75,14.71,30,21.63,27.5,13.9
1990-09-03,0.0,100.61,11.71,17,14.99,19.4,9.4
1990-09-04,0.0,100.34,8.21,15,17.31,24.0,8.6
1990-09-05,0.0,99.67,7.54,15,21.12,24.2,18.0
1990-09-06,0.4,99.16,8.88,20,20.19,23.5,17.0
1990-09-07,0.8,99.0,17.83,31,18.9,23.1,11.1
1990-09-08,0.0,100.07,14.58,24,13.28,18.4,5.9
1990-09-09,0.0,99.58,7.96,15,14.24,20.0,8.6
1990-09-10,0.0,99.58,10.54,22,20.64,27.4,16.1
1990-09-11,0.0,100.17,10.58,24,16.9,20.5,11.7
1990-09-12,0.0,99.98,10.38,19,19.18,28.5,9.2
1990-09-13,0.0,99.92,9.0,19,21.17,27.5,14.8
1990-09-14,14.0,98.58,17.54,33,20.34,25.2,15.0
1990-09-15,0.4,98.41,23.92,33,12.61,15.4,10.0
1990-09-16,0.0,99.04,17.58,33,10.4,15.4,4.3
1990-09-17,0.0,100.21,18.58,30,7.25,15.2,2.7
1990-09-18,0.0,100.32,8.0,15,10.45,19.2,2.6
1990-09-19,2.5,99.28,4.54,11,11.15,12.9,9.1
1990-09-20,0.0,99.64,12.38,19,12.62,19.5,7.8
1990-09-21,2.0,99.53,9.88,24,13.22,18.3,6.3
1990-09-22,1.2,98.41,15.42,28,14.35,19.5,8.4
1990-09-23,0.2,98.46,22.04,33,8.23,12.1,4.9
1990-09-24,0.0,98.99,19.96,31,10.78,17.1,5.3
1990-09-25,1.0,98.62,18.12,30,15.16,20.7,12.1
1990-09-26,4.2,98.85,11.17,22,15.49,21.7,9.5
1990-09-27,0.0,99.71,9.17,19,14.58,22.7,8.6
1990-09-28,0.0,99.79,10.62,28,15.93,24.1,11.5
1990-09-29,4.0,99.86,13.58,24,14.5,16.4,12.0
1990-09-30,11.9,99.44,19.04,28,11.12,15.5,4.6
1990-10-01,1.5,99.34,14.67,30,9.1,14.4,3.2
1990-10-02,0.0,99.66,18.79,37,11.15,17.2,5.7
1990-10-03,0.0,99.82,10.79,22,13.2,18.4,6.3
1990-10-04,13.5,98.58,20.58,39,14.97,19.9,8.2
1990-10-05,0.0,98.9,21.0,33,15.73,21.5,10.0
1990-10-06,0.0,98.88,30.17,44,21.49,26.0,17.8
1990-10-07,1.8,99.5,14.38,26,18.01,23.6,9.9
1990-10-08,1.2,100.19,18.42,26,8.63,10.3,7.5
1990-10-09,20.0,99.88,19.33,26,6.93,8.6,5.9
1990-10-10,3.1,99.62,19.5,26,8.0,11.4,5.4
1990-10-11,4.3,99.89,9.42,20,9.92,12.6,8.1
1990-10-12,21.1,99.78,8.38,15,8.65,10.4,6.5
1990-10-13,0.3,99.13,10.25,17,10.45,14.5,7.2
1990-10-14,0.0,98.91,10.17,22,10.66,17.6,3.8
1990-10-15,0.0,99.08,19.42,31,11.52,16.3,5.8
1990-10-16,0.0,100.08,12.88,22,10.03,16.1,4.7
1990-10-17,14.2,99.36,19.67,33,16.52,24.1,9.0
1990-10-18,5.6,98.03,26.38,46,12.93,20.4,5.7
1990-10-19,0.0,99.44,28.08,48,4.81,9.1,-0.4
1990-10-20,0.0,100.39,10.79,22,4.5,10.0,-1.7
1990-10-21,0.0,99.58,12.96,26,10.68,18.7,0.7
1990-10-22,0.0,99.68,14.04,20,9.55,13.4,2.8
1990-10-23,0.0,99.44,14.12,22,6.62,12.5,2.4
1990-10-24,0.0,99.23,7.92,19,8.28,13.0,3.2
1990-10-25,0.0,99.47,20.08,31,5.75,9.2,2.5
1990-10-26,0.0,99.89,16.58,28,2.18,6.3,-2.5
1990-10-27,1.2,99.54,13.38,26,5.24,12.4,-3.0
1990-10-28,0.0,99.42,27.16,37,4.56,9.5,-0.1
1990-10-29,0.0,100.53,11.21,19,2.05,7.1,-3.1
1990-10-30,0.0,99.96,11.25,22,7.5,15.6,0.4
1990-10-31,0.0,100.3,9.29,19,6.0,11.1,0.2
1990-11-01,0.0,99.96,7.92,13,7.33,14.4,1.1
1990-11-02,0.0,99.52,16.75,37,14.37,22.0,7.6
1990-11-03,0.0,99.6,13.33,24,16.05,22.1,11.0
1990-11-04,0.6,99.43,17.04,30,8.94,14.1,3.2
1990-11-05,25.1,98.66,21.58,41,3.08,8.0,0.8
1990-11-06,0.0,98.96,28.46,57,3.67,7.4,-0.7
1990-11-07,0.6,99.7,14.58,26,2.49,5.2,0.2
1990-11-08,0.0,100.44,11.5,30,-0.06,3.5,-3.8
1990-11-09,1.2,99.68,13.71,22,2.67,6.3,-1.2
1990-11-10,0.2,98.87,10.96,35,4.12,8.0,0.0
1990-11-11,0.8,98.9,28.96,59,0.48,4.5,-2.0
1990-11-12,0.0,99.57,28.25,41,-0.5,2.5,-3.4
1990-11-13,0.0,100.33,22.29,30,-0.79,2.8,-2.6
1990-11-14,0.0,100.55,16.67,24,3.19,8.6,-2.3
1990-11-15,0.0,99.81,19.96,31,12.42,19.3,5.9
1990-11-16,0.8,99.04,24.21,44,11.28,16.3,3.8
1990-11-17,0.0,100.12,21.71,39,0.76,5.1,-5.0
1990-11-18,0.0,100.46,6.0,11,-1.36,3.9,-6.5
1990-11-19,0.0,100.04,4.83,9,-0.45,3.6,-4.9
1990-11-20,0.0,100.35,5.21,15,2.03,10.1,-3.8
1990-11-21,0.6,100.18,11.0,20,2.91,6.5,-3.6
1990-11-22,5.6,98.97,8.21,15,8.34,12.6,2.0
1990-11-23,0.4,98.0,15.12,28,4.5,11.0,0.2
1990-11-24,0.6,98.14,14.62,22,0.8,1.6,0.0
1990-11-25,0.2,98.5,19.96,41,2.61,6.7,-1.6
1990-11-26,0.0,99.99,13.75,22,1.4,5.2,-2.9
1990-11-27,2.7,99.0,16.67,33,13.38,19.2,4.6
1990-11-28,0.2,98.87,27.54,44,12.12,18.8,3.2
1990-11-29,0.0,100.24,21.33,33,0.88,3.5,-3.3
1990-11-30,0.0,100.32,18.67,33,1.56,6.9,-3.1
1990-12-01,0.0,99.84,18.71,30,4.6,8.4,1.9
1990-12-02,0.0,100.87,16.54,26,1.68,5.7,-2.3
1990-12-03,30.2,99.68,30.88,50,0.32,4.1,-2.4
1990-12-04,3.4,98.45,26.08,44,-0.68,3.8,-6.7
1990-12-05,0.0,99.38,22.71,39,-3.65,-0.5,-6.8
1990-12-06,0.0,99.1,18.25,31,1.61,3.3,-0.9
1990-12-07,0.0,99.61,14.75,20,0.7,3.3,-2.1
1990-12-08,0.0,99.64,12.79,20,1.43,5.4,-2.5
1990-12-09,0.0,99.43,15.33,37,2.78,8.0,-3.1
1990-12-10,0.0,99.63,20.38,37,1.41,5.4,-4.6
1990-12-11,0.4,100.1,8.04,15,-2.97,-0.2,-5.1
1990-12-12,0.0,98.97,16.75,26,3.98,10.2,-0.5
1990-12-13,0.2,99.09,28.71,44,1.32,10.1,-8.2
1990-12-14,0.0,100.81,8.46,13,-6.46,-1.3,-12.3
1990-12-15,0.9,99.19,13.67,24,-0.15,2.4,-4.9
1990-12-16,0.9,99.6,13.21,20,-0.57,1.4,-3.5
1990-12-17,2.4,99.51,11.88,22,0.92,2.8,-3.2
1990-12-18,5.7,97.66,11.92,19,3.28,5.3,1.3
1990-12-19,0.2,99.88,14.21,19,-1.24,2.4,-6.7
1990-12-20,0.0,100.91,17.58,35,-1.64,2.4,-7.3
1990-12-21,12.4,99.83,6.04,15,4.4,7.1,1.0
1990-12-22,4.0,99.11,8.29,19,7.69,13.5,2.9
1990-12-23,15.9,99.14,17.79,26,-1.12,3.3,-5.1
1990-12-24,1.6,99.27,24.42,37,-8.01,-4.2,-11.9
1990-12-25,0.4,99.92,26.79,37,-7.41,-3.5,-12.3
1990-12-26,0.0,101.07,22.5,41,-11.55,-6.3,-15.5
1990-12-27,0.0,101.77,10.67,24,-9.54,-2.7,-14.9
1990-12-28,1.6,100.53,16.54,28,-0.3,2.8,-4.2
1990-12-29,27.2,99.22,11.08,20,5.37,9.4,2.1
1990-12-30,5.4,99.03,18.17,31,-0.57,5.3,-8.7
1990-12-31,0.0,100.68,13.92,26,-9.78,-5.7,-13.7
1991-01-01,0.0,100.57,16.62,24,-3.92,0.1,-9.0
1991-01-02,0.6,100.44,15.71,24,-2.48,0.6,-8.1
1991-01-03,0.2,100.68,14.96,31,-7.83,-4.5,-10.3
1991-01-04,0.0,100.77,24.08,35,-7.78,-4.9,-11.0
1991-01-05,6.4,100.47,6.79,19,-4.91,-3.0,-8.0
1991-01-06,0.0,100.76,4.83,22,-4.75,0.8,-11.0
1991-01-07,0.0,101.72,13.79,30,-11.47,-5.8,-18.4
1991-01-08,0.4,101.34,18.42,31,-10.22,-3.0,-17.0
1991-01-09,1.4,100.43,13.17,26,-0.65,1.6,-6.6
1991-01-10,0.0,101.66,17.21,24,-8.67,-1.9,-11.4
1991-01-11,10.4,100.39,28.79,39,-6.28,-1.8,-11.7
1991-01-12,3.4,98.79,19.58,26,-6.44,-0.2,-10.4
1991-01-13,0.0,99.53,11.29,28,-7.7,-0.6,-13.4
1991-01-14,0.2,99.09,17.88,30,0.56,2.3,-1.8
1991-01-15,0.0,99.69,7.79,11,2.11,3.3,1.5
1991-01-16,7.7,98.51,12.54,20,1.62,2.7,0.4
1991-01-17,0.2,98.78,24.96,37,0.35,2.4,-1.7
1991-01-18,0.0,98.95,31.21,56,-1.3,0.0,-2.4
1991-01-19,0.0,98.59,24.71,35,1.94,4.9,-1.3
1991-01-20,0.0,98.35,23.29,35,-2.18,3.7,-13.1
1991-01-21,0.0,99.41,22.38,35,-15.81,-12.7,-18.8
1991-01-22,0.0,99.65,13.33,33,-12.01,-6.4,-18.1
1991-01-23,1.1,98.46,31.21,41,-4.82,-0.7,-8.6
1991-01-24,0.2,99.62,20.38,37,-10.59,-5.1,-17.2
1991-01-25,0.0,100.48,13.25,30,-13.44,-9.0,-18.2
1991-01-26,0.0,99.6,19.62,30,-9.54,-4.8,-14.4
1991-01-27,0.8,98.75,24.92,44,-4.87,-0.8,-9.8
1991-01-28,0.0,99.04,23.92,41,-2.32,1.5,-6.5
1991-01-29,0.0,99.83,14.62,22,-4.5,-2.0,-8.1
1991-01-30,0.6,99.23,14.33,22,-5.81,-4.0,-7.4
1991-01-31,0.0,99.6,25.62,39,-7.26,-4.5,-8.7
1991-02-01,0.0,101.14,14.17,26,-7.35,-4.6,-10.6
1991-02-02,0.0,100.32,14.42,26,0.55,5.9,-7.7
1991-02-03,0.0,100.05,21.0,35,3.77,9.3,-1.2
1991-02-04,0.0,99.86,17.96,28,6.64,11.0,3.4
1991-02-05,0.0,100.04,10.75,19,4.62,7.9,1.8
1991-02-06,0.0,100.34,11.33,19,2.85,6.3,1.4
1991-02-07,0.0,100.0,14.04,26,2.04,3.9,-0.6
1991-02-08,0.0,99.41,16.12,33,1.5,7.3,-2.2
1991-02-09,0.0,99.05,12.92,22,2.17,8.7,-1.3
1991-02-10,0.0,99.01,18.5,28,-2.99,0.9,-6.5
1991-02-11,0.0,99.42,20.96,37,-8.5,-5.6,-11.8
1991-02-12,0.0,99.58,13.96,31,-7.1,-3.6,-12.8
1991-02-13,0.8,98.21,17.25,30,-1.54,0.3,-4.0
1991-02-14,10.1,96.4,18.54,22,-3.1,-1.4,-5.3
1991-02-15,0.4,97.35,33.17,44,-12.7,-5.2,-16.9
1991-02-16,0.4,98.93,24.0,37,-12.0,-4.6,-21.3
1991-02-17,0.3,99.52,15.25,30,-5.56,-2.7,-12.6
1991-02-18,1.9,100.1,20.0,33,-2.63,2.3,-12.3
1991-02-19,1.0,99.09,15.62,28,4.18,8.7,1.4
1991-02-20,0.0,99.48,21.08,33,0.62,2.4,-0.6
1991-02-21,0.0,99.24,13.46,22,3.6,8.3,-0.1
1991-02-22,0.0,99.09,33.21,48,-0.06,4.9,-10.8
1991-02-23,0.0,100.71,13.42,26,-10.22,-4.3,-14.7
1991-02-24,5.0,99.75,7.67,15,-2.23,1.7,-4.8
1991-02-25,1.4,99.81,7.54,13,-3.23,-1.6,-6.0
1991-02-26,0.0,99.47,14.46,26,-6.51,-2.6,-10.8
1991-02-27,1.0,99.17,16.5,35,-6.15,-1.4,-11.4
1991-02-28,1.2,99.68,8.54,15,-4.15,0.5,-9.8
