YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT
1991,6,7,7.52,7.8,0.66,0.77,360.8,3.66,-999
1991,6,8,7.77,7.81,0.67,0.8,348.2,3.77,-999
1991,6,9,7.89,7.95,0.69,0.81,366.2,3.78,-999
1991,6,10,6.92,7.19,0.6,0.71,396.8,3.41,-999
1991,6,11,2.2,7.98,0.19,0.23,384.1,1.16,-999
1991,6,12,6.93,7.82,0.6,0.71,364.7,3.37,-999
1991,6,13,8.15,8.15,0.7,0.83,339.4,3.94,-999
1991,6,14,8.15,8.16,0.7,0.83,352.1,3.93,-999
1991,6,15,6.15,7.5,0.53,0.62,396,3.06,-999
1991,6,16,5.53,7.87,0.48,0.56,408.8,2.78,-999
1991,6,17,7.71,7.79,0.66,0.78,369.3,3.75,-999
1991,6,18,6.88,7.75,0.59,0.7,387.1,3.38,-999
1991,6,19,7.72,7.79,0.66,0.78,391,3.76,-999
1991,6,20,7.89,7.92,0.68,0.8,373.3,3.89,-999
1991,6,21,7.26,7.71,0.62,0.74,371.5,3.56,-999
1991,6,22,3.73,7.98,0.32,0.38,378.8,1.93,-999
1991,6,23,8.22,8.23,0.71,0.84,362,3.96,-999
1991,6,24,8.2,8.24,0.7,0.84,357.9,3.95,-999
1991,6,25,7.95,7.92,0.69,0.81,351.8,3.82,-999
1991,6,26,7.03,7.41,0.61,0.72,387.5,3.47,-999
1991,6,27,6.5,7.37,0.56,0.66,396.3,3.22,-999
1991,6,28,7.25,7.39,0.62,0.74,404.5,3.54,-999
1991,6,29,5.06,7.81,0.44,0.52,417.7,2.58,-999
1991,6,30,6.37,7.64,0.55,0.65,383.3,3.19,-999
1991,7,1,6.5,7.94,0.56,0.66,377.8,3.23,-999
1991,7,2,6.93,8.03,0.6,0.71,391.5,3.42,-999
1991,7,3,5.09,7.62,0.44,0.52,389.9,2.58,-999
1991,7,4,4.35,7.87,0.38,0.45,404.6,2.23,-999
1991,7,5,3.53,7.7,0.3,0.37,410.1,1.84,-999
1991,7,6,8.01,7.95,0.7,0.83,402,3.89,-999
1991,7,7,5.66,7.62,0.49,0.59,405.9,2.86,-999
1991,7,8,7.27,7.88,0.63,0.75,388.3,3.56,-999
1991,7,9,7.77,7.94,0.68,0.8,370.5,3.77,-999
1991,7,10,7.88,7.99,0.7,0.82,375.3,3.81,-999
1991,7,11,7.48,7.67,0.66,0.78,378.2,3.66,-999
1991,7,12,6.97,7.28,0.62,0.73,378.8,3.43,-999
1991,7,13,3.02,7.65,0.27,0.31,406.8,1.58,-999
1991,7,14,8,8,0.71,0.84,373.7,3.86,-999
1991,7,15,7.73,7.82,0.69,0.81,369.6,3.77,-999
1991,7,16,7.77,7.75,0.69,0.82,389.3,3.77,-999
1991,7,17,6.18,7.72,0.55,0.66,391.1,3.06,-999
1991,7,18,7.24,7.78,0.65,0.77,401.3,3.56,-999
1991,7,19,6.68,7.32,0.6,0.71,410.1,3.32,-999
1991,7,20,6.96,7.54,0.62,0.74,417,3.45,-999
1991,7,21,3.94,7.48,0.35,0.42,412.1,2.02,-999
1991,7,22,2.4,7.62,0.22,0.26,407.4,1.28,-999
1991,7,23,7.74,7.69,0.7,0.84,380.8,3.72,-999
1991,7,24,6.96,7.43,0.63,0.76,403,3.4,-999
1991,7,25,6.05,7.24,0.55,0.66,371,3,-999
1991,7,26,6.86,7.31,0.63,0.75,354.5,3.36,-999
1991,7,27,6.53,7.71,0.6,0.72,355.9,3.19,-999
1991,7,28,6.68,7.34,0.62,0.74,380.2,3.29,-999
1991,7,29,2.22,7.41,0.2,0.24,402.2,1.18,-999
1991,7,30,5.27,6.5,0.49,0.59,394.1,2.65,-999
1991,7,31,7.15,7.16,0.66,0.8,369.3,3.49,-999
1991,8,1,7.24,7.35,0.68,0.81,378.5,3.53,-999
1991,8,2,5.01,7.49,0.47,0.57,398.8,2.5,-999
1991,8,3,1.29,7.32,0.12,0.15,399.8,0.73,-999
1991,8,4,6.1,7.26,0.58,0.7,379.7,3,-999
1991,8,5,7.14,7.26,0.68,0.82,356.8,3.42,-999
1991,8,6,7.17,7.17,0.69,0.83,339,3.43,-999
1991,8,7,6.31,6.8,0.61,0.73,369.9,3.09,-999
1991,8,8,4.04,6.85,0.39,0.47,375.9,2.04,-999
1991,8,9,3.94,6.96,0.38,0.46,382.6,2,-999
1991,8,10,4.92,6.83,0.48,0.59,371,2.45,-999
1991,8,11,7.04,7.04,0.69,0.84,356.9,3.4,-999
1991,8,12,6.2,6.9,0.61,0.74,375.7,3.04,-999
1991,8,13,6.55,6.6,0.65,0.79,379.7,3.19,-999
1991,8,14,4.57,6.69,0.45,0.55,398,2.29,-999
1991,8,15,4.14,6.66,0.41,0.51,393.5,2.1,-999
1991,8,16,4.44,6.05,0.45,0.55,387.3,2.23,-999
1991,8,17,3.77,6.71,0.38,0.47,390,1.92,-999
1991,8,18,6.14,6.61,0.62,0.77,377.8,3,-999
1991,8,19,5.92,6.31,0.6,0.74,379.4,2.93,-999
1991,8,20,2.19,6.67,0.23,0.27,378,1.15,-999
1991,8,21,3.74,6.49,0.38,0.48,381.4,1.9,-999
1991,8,22,5.19,6.08,0.54,0.67,364.8,2.57,-999
1991,8,23,5.04,6.17,0.52,0.66,366.9,2.49,-999
1991,8,24,6.63,6.48,0.7,0.87,367.3,3.21,-999
1991,8,25,6.46,6.31,0.69,0.85,367,3.12,-999
1991,8,26,6.24,6.06,0.66,0.83,392.5,3.04,-999
1991,8,27,5.96,5.9,0.64,0.8,383.8,2.92,-999
1991,8,28,5.42,5.49,0.59,0.73,385.1,2.69,-999
1991,8,29,5.11,5.17,0.55,0.7,394.3,2.56,-999
1991,8,30,5.32,5.29,0.59,0.73,401.8,2.63,-999
1991,8,31,5.68,5.87,0.62,0.79,365.9,2.8,-999
1991,9,1,6.25,6.18,0.7,0.88,345.3,3.01,-999
1991,9,2,6.17,6.17,0.69,0.87,350.3,2.99,-999
1991,9,3,5.61,5.64,0.63,0.8,372.3,2.76,-999
1991,9,4,5.17,5.9,0.59,0.74,371.7,2.54,-999
1991,9,5,5.14,5.78,0.59,0.74,372.3,2.53,-999
1991,9,6,4.7,5.52,0.54,0.69,372.8,2.34,-999
1991,9,7,4.4,5.52,0.51,0.65,387,2.2,-999
1991,9,8,4.93,5.32,0.58,0.73,383.1,2.43,-999
1991,9,9,3.28,5.75,0.39,0.49,392.7,1.67,-999
1991,9,10,3.38,5.43,0.41,0.52,392.4,1.72,-999
1991,9,11,4.88,5.34,0.59,0.75,351.6,2.4,-999
1991,9,12,5.43,5.49,0.66,0.84,347.4,2.65,-999
1991,9,13,3.68,5.41,0.45,0.58,375.4,1.86,-999
1991,9,14,4.21,5.34,0.52,0.67,368.7,2.09,-999
1991,9,15,4.28,5.09,0.53,0.69,404,2.13,-999
1991,9,16,4.43,4.93,0.55,0.72,401.5,2.19,-999
1991,9,17,4.21,5.42,0.53,0.7,370.1,2.09,-999
1991,9,18,2.06,5.36,0.27,0.34,373.8,1.08,-999
1991,9,19,3.35,5.13,0.43,0.56,360.9,1.69,-999
1991,9,20,3.08,5.24,0.4,0.52,358.5,1.56,-999
1991,9,21,4.13,4.88,0.54,0.71,342.6,2.05,-999
1991,9,22,3.87,5,0.51,0.68,349.8,1.9,-999
1991,9,23,4.35,4.69,0.58,0.77,349.7,2.13,-999
1991,9,24,3.12,5.1,0.42,0.56,339.8,1.55,-999
1991,9,25,3.44,4.91,0.47,0.62,346.9,1.71,-999
1991,9,26,3.06,4.99,0.42,0.56,353.2,1.53,-999
1991,9,27,3.42,4.85,0.48,0.63,335.3,1.68,-999
1991,9,28,2.73,4.87,0.38,0.52,339.4,1.36,-999
1991,9,29,4.25,4.63,0.6,0.81,328,2.03,-999
1991,9,30,3.7,4.5,0.53,0.72,340.8,1.79,-999
1991,10,1,2.54,4.79,0.37,0.5,348.7,1.26,-999
1991,10,2,3.45,4.4,0.51,0.69,371.9,1.7,-999
1991,10,3,2.6,4.48,0.38,0.52,344,1.27,-999
1991,10,4,0.5,4.64,0.08,0.1,348.6,0.28,-999
1991,10,5,2.16,4.48,0.33,0.45,340.3,1.06,-999
1991,10,6,2.75,4.35,0.42,0.58,322.2,1.35,-999
1991,10,7,2.92,4.55,0.45,0.62,330.4,1.41,-999
1991,10,8,4.22,4.39,0.66,0.91,317.8,2,-999
1991,10,9,3.46,4.14,0.55,0.76,345.8,1.66,-999
1991,10,10,3.44,4.27,0.55,0.77,318.5,1.64,-999
1991,10,11,1.35,4.15,0.22,0.3,320.6,0.69,-999
1991,10,12,2.29,4.19,0.38,0.53,333.7,1.13,-999
1991,10,13,2.79,4.05,0.46,0.65,324.6,1.36,-999
1991,10,14,2.19,4.11,0.37,0.52,307.6,1.08,-999
1991,10,15,2.07,4.05,0.35,0.5,323.8,1.02,-999
1991,10,16,3.93,3.96,0.67,0.96,311.1,1.84,-999
1991,10,17,3.86,3.89,0.66,0.96,308.5,1.83,-999
1991,10,18,3.66,3.71,0.64,0.92,295.1,1.73,-999
1991,10,19,1.47,3.98,0.26,0.38,324.8,0.75,-999
1991,10,20,3.15,3.7,0.56,0.82,309.4,1.48,-999
1991,10,21,1.99,3.77,0.36,0.52,323,0.97,-999
1991,10,22,3.52,3.58,0.65,0.95,313.7,1.65,-999
1991,10,23,3.44,3.44,0.64,0.95,298.9,1.62,-999
1991,10,24,1.92,3.52,0.36,0.53,365.7,0.95,-999
1991,10,25,1.18,3.57,0.23,0.34,354.3,0.6,-999
1991,10,26,1.92,3.26,0.38,0.55,351,0.95,-999
1991,10,27,1.48,3.43,0.29,0.43,334.2,0.73,-999
1991,10,28,2.55,3.29,0.51,0.76,308.1,1.22,-999
1991,10,29,2.84,3.26,0.57,0.86,320.8,1.33,-999
1991,10,30,3.17,3.22,0.64,0.98,315.7,1.48,-999
1991,10,31,2.45,2.89,0.51,0.77,313.2,1.16,-999
1991,11,1,2.51,3.24,0.52,0.8,306.6,1.19,-999
1991,11,2,0.82,3.24,0.17,0.27,322,0.44,-999
1991,11,3,2.8,3.15,0.6,0.92,274.8,1.31,-999
1991,11,4,2.55,3.24,0.55,0.85,273.5,1.18,-999
1991,11,5,1.7,3.09,0.38,0.58,289.4,0.83,-999
1991,11,6,0.98,3.07,0.22,0.34,303.6,0.51,-999
1991,11,7,1.51,3.03,0.34,0.53,283.1,0.74,-999
1991,11,8,2.08,2.97,0.48,0.74,288.4,0.99,-999
1991,11,9,2.85,2.91,0.66,1.03,268.4,1.31,-999
1991,11,10,2.69,2.9,0.62,0.99,280.5,1.24,-999
1991,11,11,1.38,2.88,0.33,0.52,295.7,0.68,-999
1991,11,12,0.91,2.84,0.22,0.34,306.2,0.47,-999
1991,11,13,1.04,2.8,0.25,0.4,299.9,0.53,-999
1991,11,14,1.86,2.79,0.45,0.73,289,0.88,-999
1991,11,15,1.04,2.73,0.26,0.41,327.5,0.53,-999
1991,11,16,1.68,2.61,0.42,0.68,314.8,0.81,-999
1991,11,17,2.6,2.73,0.66,1.07,281.7,1.19,-999
1991,11,18,1.12,2.66,0.29,0.47,296.2,0.56,-999
1991,11,19,1.22,2.65,0.31,0.52,309.8,0.59,-999
1991,11,20,0.96,2.61,0.25,0.41,340.3,0.48,-999
1991,11,21,1.78,2.6,0.47,0.77,310.3,0.84,-999
1991,11,22,1.22,2.55,0.33,0.54,301.3,0.6,-999
1991,11,23,0.83,2.52,0.23,0.38,309.3,0.42,-999
1991,11,24,1.17,2.48,0.32,0.53,308.5,0.57,-999
1991,11,25,1.63,2.44,0.45,0.75,303.3,0.77,-999
1991,11,26,1.17,2.41,0.33,0.55,298.6,0.57,-999
1991,11,27,1.27,2.37,0.36,0.6,301.6,0.62,-999
1991,11,28,1.34,2.37,0.38,0.64,295.7,0.65,-999
1991,11,29,0.64,2.32,0.18,0.31,303.8,0.33,-999
1991,11,30,1.23,2.32,0.35,0.6,315.2,0.59,-999
1991,12,1,1.62,2.33,0.47,0.8,284.8,0.77,-999
1991,12,2,1.4,2.32,0.41,0.7,278.8,0.67,-999
1991,12,3,0.44,2.3,0.13,0.23,293.5,0.23,-999
1991,12,4,1.58,2.27,0.47,0.81,282.8,0.74,-999
1991,12,5,0.41,2.16,0.12,0.21,273.3,0.21,-999
1991,12,6,1.05,2.15,0.32,0.55,290.8,0.5,-999
1991,12,7,1.27,2.14,0.38,0.66,295.1,0.6,-999
1991,12,8,1.13,2.15,0.34,0.59,306.2,0.53,-999
1991,12,9,1.11,2.2,0.34,0.59,280,0.54,-999
1991,12,10,2.12,2.2,0.66,1.14,255.3,0.95,-999
1991,12,11,2.01,2.22,0.62,1.09,278.5,0.93,-999
1991,12,12,0.81,2.17,0.25,0.45,292.5,0.42,-999
1991,12,13,1.12,2.19,0.35,0.61,285.1,0.54,-999
1991,12,14,0.66,2.14,0.21,0.37,290.9,0.35,-999
1991,12,15,1.37,1.98,0.43,0.76,274.9,0.65,-999
1991,12,16,1.77,2.04,0.56,0.98,261.1,0.81,-999
1991,12,17,0.7,2.11,0.22,0.39,265.2,0.34,-999
1991,12,18,1.76,2.19,0.56,0.98,255.7,0.81,-999
1991,12,19,1.93,2.18,0.62,1.08,253.6,0.87,-999
1991,12,20,1.21,2.16,0.38,0.67,265.7,0.59,-999
1991,12,21,1.53,2.12,0.48,0.86,266.4,0.7,-999
1991,12,22,2.1,2.2,0.67,1.17,262,0.94,-999
1991,12,23,0.8,2.16,0.26,0.45,266.1,0.4,-999
1991,12,24,1.6,2.12,0.51,0.89,268.8,0.74,-999
1991,12,25,2.12,2.2,0.67,1.18,230.9,0.95,-999
1991,12,26,1.33,2.08,0.42,0.74,263.2,0.63,-999
1991,12,27,2.06,2.17,0.65,1.14,240.2,0.92,-999
1991,12,28,1.27,2.17,0.4,0.7,257.2,0.61,-999
1991,12,29,0.53,2.19,0.16,0.29,285.1,0.28,-999
1991,12,30,2.16,2.25,0.68,1.18,231,0.95,-999
1991,12,31,2.21,2.24,0.69,1.2,233.9,0.98,-999
1992,1,1,1.35,2.23,0.42,0.73,256.3,0.62,-999
1992,1,2,1.29,2.24,0.4,0.7,272.6,0.59,-999
1992,1,3,1.19,2.24,0.37,0.63,281.7,0.55,-999
1992,1,4,1.77,2.3,0.54,0.94,281.6,0.8,-999
1992,1,5,2.19,2.38,0.66,1.16,272.5,0.95,-999
1992,1,6,0.98,2.27,0.3,0.52,268.3,0.46,-999
1992,1,7,1.51,2.33,0.45,0.78,257.7,0.67,-999
1992,1,8,2.02,2.32,0.6,1.04,239.9,0.92,-999
1992,1,9,1.12,2.33,0.33,0.57,277.2,0.52,-999
1992,1,10,1.75,2.43,0.52,0.88,269,0.79,-999
1992,1,11,1.02,2.38,0.3,0.51,275.9,0.49,-999
1992,1,12,1.55,2.45,0.45,0.76,248.9,0.71,-999
1992,1,13,1.44,2.44,0.41,0.7,279.9,0.66,-999
1992,1,14,0.26,2.51,0.07,0.12,267.3,0.14,-999
1992,1,15,1.57,2.58,0.44,0.74,254.5,0.75,-999
1992,1,16,2.08,2.5,0.58,0.98,247.3,0.93,-999
1992,1,17,1.92,2.56,0.53,0.89,253.2,0.88,-999
1992,1,18,1.64,2.62,0.45,0.75,255.7,0.77,-999
1992,1,19,2.28,2.7,0.61,1.02,241.5,1.03,-999
1992,1,20,2.44,2.71,0.65,1.09,242.5,1.1,-999
1992,1,21,1.55,2.68,0.41,0.68,235.3,0.72,-999
1992,1,22,2.08,2.8,0.54,0.89,246.3,0.96,-999
1992,1,23,0.89,2.81,0.23,0.38,269.1,0.46,-999
1992,1,24,2.31,2.81,0.59,0.96,246,1.04,-999
1992,1,25,2.29,2.88,0.58,0.94,225.8,1.05,-999
1992,1,26,2.63,2.96,0.66,1.06,230.3,1.17,-999
1992,1,27,2.27,2.95,0.56,0.91,241.2,1.06,-999
1992,1,28,2.87,3.09,0.7,1.12,221.6,1.26,-999
1992,1,29,2.82,3.05,0.68,1.09,242.5,1.26,-999
1992,1,30,1.87,3.07,0.45,0.71,266,0.88,-999
1992,1,31,2.26,3.12,0.53,0.84,251.8,1.03,-999
1992,2,1,2.93,3.25,0.68,1.08,217.4,1.29,-999
1992,2,2,2.49,3.09,0.57,0.9,251.9,1.13,-999
1992,2,3,3.2,3.35,0.73,1.14,230.8,1.42,-999
1992,2,4,2.2,3.08,0.49,0.77,254.1,1.02,-999
1992,2,5,3.08,3.36,0.68,1.06,223,1.35,-999
1992,2,6,3.05,3.4,0.66,1.03,237.1,1.35,-999
1992,2,7,2.33,3.3,0.5,0.77,250,1.08,-999
1992,2,8,3.12,3.57,0.66,1.02,221.6,1.41,-999
1992,2,9,3.26,3.54,0.68,1.05,225.2,1.44,-999
1992,2,10,2.6,3.51,0.54,0.82,246.1,1.18,-999
1992,2,11,1.89,3.56,0.38,0.59,237.3,0.86,-999
1992,2,12,3.62,3.77,0.73,1.11,222.7,1.6,-999
1992,2,13,2.03,3.62,0.41,0.61,246.4,0.95,-999
1992,2,14,2.44,3.7,0.48,0.72,246.9,1.09,-999
1992,2,15,1.08,3.75,0.21,0.31,265.5,0.52,-999
1992,2,16,2.03,3.87,0.39,0.58,254.1,0.94,-999
1992,2,17,2.12,3.86,0.4,0.59,268.7,1,-999
1992,2,18,1.3,3.91,0.24,0.36,284.2,0.65,-999
1992,2,19,2.31,4.08,0.42,0.62,280.3,1.11,-999
1992,2,20,3.91,4.14,0.71,1.05,245.3,1.78,-999
1992,2,21,4.02,4.28,0.73,1.05,245.3,1.8,-999
1992,2,22,2.86,4.18,0.51,0.74,265.6,1.34,-999
1992,2,23,3.1,4.3,0.55,0.79,254.8,1.44,-999
1992,2,24,3.2,4.5,0.55,0.8,245.2,1.41,-999
1992,2,25,1.3,4.2,0.22,0.32,273.6,0.63,-999
1992,2,26,2.02,4.35,0.34,0.49,269.3,0.97,-999
1992,2,27,2.84,4.65,0.48,0.68,257.5,1.29,-999
1992,2,28,1.38,4.41,0.23,0.33,276.3,0.68,-999
1992,2,29,4.24,4.71,0.69,0.98,228.7,1.89,-999
1992,3,1,2.35,4.64,0.38,0.53,276.2,1.12,-999
1992,3,2,2.01,4.61,0.32,0.45,250.1,0.97,-999
1992,3,3,4.63,4.85,0.73,1.02,230.5,2.09,-999
1992,3,4,4.66,4.89,0.73,1.02,247,2.1,-999
1992,3,5,3.39,4.84,0.52,0.73,274.6,1.56,-999
1992,3,6,2.66,4.96,0.41,0.56,271.8,1.26,-999
1992,3,7,2.62,5.02,0.4,0.55,293.2,1.24,-999
1992,3,8,2.61,5.02,0.39,0.53,283.3,1.22,-999
1992,3,9,5.21,5.27,0.77,1.05,275,2.34,-999
1992,3,10,1.05,5.25,0.16,0.21,275.7,0.56,-999
1992,3,11,2.14,5.27,0.3,0.42,241.8,1.08,-999
1992,3,12,3.01,5.34,0.43,0.59,248.8,1.46,-999
1992,3,13,4.68,5.54,0.66,0.9,230.5,2.12,-999
1992,3,14,4.83,5.48,0.67,0.91,238.8,2.16,-999
1992,3,15,5.13,5.55,0.71,0.95,224.5,2.32,-999
1992,3,16,5.36,5.62,0.73,0.98,230,2.4,-999
1992,3,17,3.84,5.63,0.52,0.7,267.5,1.78,-999
1992,3,18,5.37,5.75,0.72,0.96,223.7,2.41,-999
1992,3,19,5.67,5.79,0.75,1,244.8,2.54,-999
1992,3,20,4.2,5.63,0.55,0.73,237.8,1.96,-999
1992,3,21,5.39,5.74,0.7,0.93,238,2.42,-999
1992,3,22,2.08,5.83,0.27,0.35,267.5,1.06,-999
1992,3,23,4.08,5.94,0.52,0.69,245,1.92,-999
1992,3,24,5.88,6.12,0.74,0.98,244.1,2.64,-999
1992,3,25,4.12,6.01,0.52,0.68,269.4,1.95,-999
1992,3,26,2.26,6.07,0.28,0.37,293.7,1.14,-999
1992,3,27,2.08,6.1,0.26,0.34,274.6,1.06,-999
1992,3,28,6.36,6.43,0.77,1.01,238.3,2.81,-999
1992,3,29,5.91,6.29,0.72,0.93,252,2.67,-999
1992,3,30,3.85,6.24,0.46,0.6,294.2,1.82,-999
1992,3,31,4.37,6.28,0.52,0.67,279.7,2.02,-999
1992,4,1,3.46,6.3,0.41,0.52,286.2,1.64,-999
1992,4,2,3.61,6.36,0.42,0.54,261.9,1.69,-999
1992,4,3,4.27,6.42,0.49,0.63,271.6,2,-999
1992,4,4,5.43,6.09,0.62,0.8,265.1,2.51,-999
1992,4,5,6.39,6.4,0.73,0.93,243.9,2.87,-999
1992,4,6,6.37,6.48,0.72,0.91,264.3,2.88,-999
1992,4,7,4.71,6.48,0.53,0.67,299.5,2.18,-999
1992,4,8,6.29,6.52,0.7,0.89,275,2.85,-999
1992,4,9,5.21,6.04,0.58,0.73,284.9,2.4,-999
1992,4,10,4.28,6.66,0.47,0.59,281.6,1.98,-999
1992,4,11,1.38,6.82,0.15,0.19,283.2,0.7,-999
1992,4,12,5.57,6.9,0.6,0.76,268.5,2.57,-999
1992,4,13,6.03,6.89,0.65,0.81,256.7,2.72,-999
1992,4,14,6.7,6.9,0.72,0.9,246.4,3.05,-999
1992,4,15,4.53,6.89,0.48,0.6,264,2.12,-999
1992,4,16,0.89,7.04,0.09,0.12,297.3,0.48,-999
1992,4,17,1.72,7.08,0.18,0.23,306.3,0.88,-999
1992,4,18,2.65,7.22,0.27,0.34,297,1.29,-999
1992,4,19,3.96,6.75,0.41,0.51,314.3,1.92,-999
1992,4,20,3.57,7.09,0.37,0.45,341.6,1.72,-999
1992,4,21,1.34,7.29,0.14,0.17,335.8,0.69,-999
1992,4,22,4.24,6.54,0.43,0.53,340.3,2.05,-999
1992,4,23,5.44,6.65,0.55,0.68,320.6,2.56,-999
1992,4,24,2.85,6.96,0.29,0.35,318.8,1.4,-999
1992,4,25,2.68,7.39,0.27,0.33,320.2,1.34,-999
1992,4,26,3.96,7.42,0.39,0.48,323.1,1.92,-999
1992,4,27,5.44,7.12,0.54,0.66,308.8,2.58,-999
1992,4,28,7.38,7.36,0.73,0.89,268,3.37,-999
1992,4,29,7.4,7.48,0.73,0.88,291.1,3.4,-999
1992,4,30,1.13,7.7,0.11,0.13,336.7,0.61,-999
1992,5,1,3.11,7.66,0.3,0.37,349,1.58,-999
1992,5,2,4.72,7.68,0.45,0.55,353.4,2.25,-999
1992,5,3,5.82,7.58,0.56,0.68,340.8,2.77,-999
1992,5,4,6.53,7.78,0.62,0.76,334.1,3.02,-999
1992,5,5,6.19,7.89,0.59,0.71,333.5,2.92,-999
1992,5,6,7.63,7.67,0.73,0.88,328,3.45,-999
1992,5,7,7.21,7.78,0.68,0.82,319.9,3.32,-999
1992,5,8,6,7.85,0.56,0.68,334.6,2.85,-999
1992,5,9,4.52,7.83,0.42,0.51,348.2,2.2,-999
1992,5,10,7.79,7.8,0.73,0.88,327.2,3.61,-999
1992,5,11,7.38,7.87,0.69,0.83,325.3,3.47,-999
1992,5,12,7.6,7.69,0.7,0.84,334.3,3.51,-999
1992,5,13,5.56,7.93,0.52,0.62,331.3,2.61,-999
1992,5,14,4.58,8.02,0.42,0.51,346.5,2.21,-999
1992,5,15,8.04,8.12,0.73,0.88,346.4,3.69,-999
1992,5,16,8.11,8.1,0.74,0.88,326.7,3.77,-999
1992,5,17,7.08,8.19,0.64,0.77,348.9,3.26,-999
1992,5,18,5.54,7.93,0.5,0.6,349.8,2.63,-999
1992,5,19,8.29,8.33,0.75,0.9,326.6,3.77,-999
1992,5,20,7.98,8.14,0.72,0.86,336.8,3.67,-999
1992,5,21,8.09,8.08,0.73,0.87,322.3,3.8,-999
1992,5,22,8.17,8.19,0.73,0.88,331.6,3.77,-999
1992,5,23,5.65,7.99,0.51,0.6,351.2,2.68,-999
1992,5,24,8.22,8.15,0.73,0.88,338.7,3.83,-999
1992,5,25,7.86,8.18,0.7,0.83,341.3,3.68,-999
1992,5,26,3.76,8.21,0.34,0.4,333.7,1.92,-999
1992,5,27,4.7,8.23,0.41,0.49,352.7,2.34,-999
1992,5,28,6.6,8.12,0.58,0.69,355.3,3.12,-999
1992,5,29,8.23,8.41,0.73,0.86,349,3.8,-999
1992,5,30,0.76,8.27,0.07,0.08,347.5,0.44,-999
1992,5,31,2.81,8.1,0.24,0.29,366.9,1.42,-999
1992,6,1,8.1,8.32,0.71,0.84,340.3,3.81,-999
1992,6,2,8.06,8.16,0.7,0.84,343.7,3.82,-999
1992,6,3,7.21,8.12,0.63,0.74,356,3.48,-999
1992,6,4,6.78,8.33,0.59,0.7,360.7,3.3,-999
1992,6,5,3.28,8.25,0.29,0.34,371.9,1.68,-999
1992,6,6,3.85,8.23,0.34,0.4,380.9,1.92,-999
1992,6,7,2.55,8.46,0.22,0.27,381.2,1.33,-999
1992,6,8,8.22,8.21,0.71,0.84,358.1,3.93,-999
1992,6,9,8.4,8.44,0.73,0.86,331.8,3.99,-999
1992,6,10,7.87,8.07,0.68,0.8,331.6,3.77,-999
1992,6,11,7.23,7.95,0.62,0.74,359.6,3.51,-999
1992,6,12,8.24,8.27,0.71,0.84,360.2,3.94,-999
1992,6,13,7.76,8.13,0.67,0.79,369.3,3.72,-999
1992,6,14,7.8,8.04,0.67,0.8,358.7,3.75,-999
1992,6,15,8.58,8.67,0.74,0.88,340.3,4.02,-999
1992,6,16,7.79,8.39,0.67,0.79,361.5,3.74,-999
1992,6,17,7.98,7.89,0.69,0.81,385.1,3.84,-999
1992,6,18,6.01,8.3,0.52,0.61,382.1,2.97,-999
1992,6,19,3.48,8.12,0.3,0.35,387.4,1.8,-999
1992,6,20,2.02,8.22,0.17,0.2,353.4,1.09,-999
1992,6,21,2.24,8.45,0.2,0.23,343.7,1.22,-999
1992,6,22,8.3,8.36,0.72,0.84,333.1,3.94,-999
1992,6,23,7.48,8.1,0.64,0.76,340.9,3.59,-999
1992,6,24,2.21,8.22,0.19,0.23,366.3,1.17,-999
1992,6,25,7.13,8.19,0.62,0.73,354,3.42,-999
1992,6,26,6.02,8.23,0.52,0.62,362,2.95,-999
1992,6,27,7.1,7.73,0.61,0.73,345.6,3.45,-999
1992,6,28,8.04,8.08,0.7,0.82,336.5,3.84,-999
1992,6,29,7.96,8.35,0.69,0.81,357.6,3.77,-999
1992,6,30,6.11,7.98,0.53,0.62,380.7,3.05,-999
1992,7,1,6.96,8.27,0.6,0.71,372.3,3.39,-999
1992,7,2,7.13,8.16,0.62,0.73,375.2,3.47,-999
1992,7,3,2.67,7.97,0.23,0.27,396,1.39,-999
1992,7,4,8.08,8.27,0.7,0.83,361.5,3.75,-999
1992,7,5,8.33,8.41,0.73,0.86,354.4,3.88,-999
1992,7,6,6.36,8.24,0.55,0.66,359,3.08,-999
1992,7,7,7.82,8,0.69,0.81,356.7,3.7,-999
1992,7,8,2.39,8.02,0.21,0.25,390.1,1.28,-999
1992,7,9,7.28,7.77,0.64,0.76,389.2,3.5,-999
1992,7,10,5.38,8.18,0.48,0.56,382.3,2.68,-999
1992,7,11,4.92,8.11,0.43,0.52,387.5,2.5,-999
1992,7,12,6.21,8.06,0.55,0.65,392.3,3.06,-999
1992,7,13,5.26,7.84,0.47,0.55,393.4,2.59,-999
1992,7,14,0.32,8.09,0.03,0.03,389.7,0.21,-999
1992,7,15,5.52,8.04,0.49,0.59,362.7,2.74,-999
1992,7,16,4.66,7.61,0.41,0.49,384.4,2.36,-999
1992,7,17,2.81,7.87,0.25,0.3,395,1.46,-999
1992,7,18,7.38,7.64,0.66,0.79,384.6,3.55,-999
1992,7,19,7.63,8.1,0.69,0.81,370.9,3.58,-999
1992,7,20,5.5,7.79,0.49,0.59,387.6,2.77,-999
1992,7,21,7.5,7.65,0.68,0.81,358.5,3.6,-999
